Key,Description,Description alternative,Parent,Sibling count
8447900000_80,Other,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting (excluding circular knitting machines / flat knitting machines; stitch-bonding machines)","Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",2
8448390000_80,Other,"Parts and accessories of machines of heading 8445 or of their auxiliary machinery (excluding card clothing / of machines for preparing textile fibres, other than card clothing / spindles, spindle flyers, spinning rings and ring travellers)",Parts and accessories of machines of heading 8445 or of their auxiliary machinery,3
8450190000_80,Other,"Machines, each of a dry linen capacity not exceeding 10 kg (excluding fully-automatic machines / other machines, with built-in centrifugal drier)","Machines, each of a dry linen capacity not exceeding 10 kg",2
8451808000_80,Other,Other machinery (excluding machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support / machines for dressing or finishing),Other machinery,2
8455309000_80,Other,Rolls for rolling mills (excluding of cast iron / of open-die forged steel),Rolls for rolling mills,2
8456900000_80,Other,"Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electrodischarge, electrochemical, electron beam, ionic-beam or plasma arc processes; water-jet cutting machines (excluding operated by laser or other light or photon beam processes / operated by ultrasonic processes / operated by electrodischarge processes / operated by plasma arc processes / water-jet cutting machines)","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electrodischarge, electrochemical, electron beam, ionic-beam or plasma arc processes; water-jet cutting machines",5
8458118000_80,Other,Numerically controlled (excluding turning centres / automatic lathes),Numerically controlled,2
8460290000_80,Other,"Other grinding machines (excluding centreless grinding machines, numerically controlled / other cylindrical grinding machines, numerically controlled / other, numerically controlled)",Other grinding machines,3
8460900000_80,Other,"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 8461 (excluding flat-surface grinding machines / other grinding machines / sharpeningmachines / honing or lapping machines)","Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 8461",4
8461900000_80,Other,"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included (excluding shaping or slotting machines / broaching machines / gear-cutting, gear-grinding or gear-finishing machines / sawing or cutting-off machines)","Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included",4
8462290000_80,Other,"Bending, folding, straightening or flattening machines (including press brakes) for flat products (excluding profile forming machines / numerically controlled press brakes / numerically controlled panel benders / numerically controlled roll forming machines / other numerically controlled bending, folding, straightening or flattening machines)","Bending, folding, straightening or flattening machines (including press brakes) for flat products",5
8462390000_80,Other,"Slitting lines, cut-to-length lines and other shearing machines (excluding presses) for flat products, other than combined punching and shearing machines (excluding slitting lines and cut-to-length lines / numerically controlled shearing machines)","Slitting lines, cut-to-length lines and other shearing machines (excluding presses) for flat products, other than combined punching and shearing machines",2
8462690000_80,Other,Cold metal working presses (excluding hydraulic presses / mechanical presses / servo-presses),Cold metal working presses,3
8462900000_80,Other,"Machine tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening, shearing, punching, notching or nibbling (excluding draw-benches); presses for working metal or metal carbides, not specified above (excluding hot forming machines for forging, die forgingand hot hammers / bending, folding, straightening or flattening machinesfor flat products / slitting lines, cut-to-length lines and other shearing machinesfor flat products, other than combined punching and shearing machines / punching, notching or nibbling machinesfor flat products including combined punching and shearing machines / machines for working tube, pipe, hollow section and bar / cold metal working presses)","Machine tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening, shearing, punching, notching or nibbling (excluding draw-benches); presses for working metal or metal carbides, not specified above",6
8463900000_80,Other,"Other machine tools for working metal or cermets, without removing material (excluding drawbenches for bars, tubes, profiles, wire or the like / thread-rolling machines / machines for working wire)","Other machine tools for working metal or cermets, without removing material",3
8464900000_80,Other,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass (excluding sawing machines / grinding or polishing machines)","Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",2
8465910000_10,Other,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials (excluding machines which can carry out different types of machining operations without tool change between such operations / machining centres)","Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",2
8465919000_80,Other,Sawing machines (excluding bandsaws / circular saws),Sawing machines,2
